Date_Time,Vehicle_ID,Battery_Capacity_kWh,State_of_Charge_%,Energy_Consumption_Rate_kWh/km,Current_Latitude,Current_Longitude,Destination_Latitude,Destination_Longitude,Distance_to_Destination_km,Traffic_Data,Road_Conditions,Charging_Station_ID,Charging_Rate_kW,Queue_Time_mins,Station_Capacity_EV,Time_Spent_Charging_mins,Energy_Drawn_kWh,Session_Start_Hour,Fleet_Size,Fleet_Schedule,Temperature_C,Wind_Speed_m/s,Precipitation_mm,Weekday,Charging_Preferences,Weather_Conditions,Charging_Load_kW
01/01/2017 10:00,106,76.19747718,40.10612341,0.1,32.77856352,-96.79972917,32.77138891,-96.80827952,98.26327497,4,Good,2,59.87598826,0.657992751,4,71.25626713,39.81015736,6,50,0,36.03071365,0.976283068,1.322216107,0,0,Cloudy,43.73780846
01/01/2017 11:00,106,72.60725248,11.01374014,0.3,32.7750876,-96.80501137,32.78078653,-96.79786841,13.45847298,0,Good,2,47.81518211,5.57374224,4,69.96911626,56.97239642,6,50,0,22.16835124,2.560410256,6.147682731,6,0,Clear,37.21220596
01/01/2017 12:00,106,75.3333274,65.20872364,0.1,32.75568912,-96.80899705,32.78841448,-96.80317225,9.495314951,1,Good,2,45.56409782,2.440921964,2,69.32933798,24.89886355,6,10,0,33.08509192,0.235306875,0.9364713,4,0,Cloudy,42.66809329
01/01/2017 13:00,106,68.5831063,20.11962943,0.1,32.79980006,-96.81655116,32.7606033,-96.81146271,6.867484137,3,Good,2,62.23472333,3.776992847,2,44.9044872,50.99052773,6,200,0,12.58594498,0.234609015,3.634298229,6,0,Clear,32.81084907
01/01/2017 14:00,106,67.02273885,9.762561796,0.21679989,32.78327471,-96.79279412,32.77095988,-96.80703289,4.660288055,3,Good,2,51.81064295,6.505259708,4,83.98161514,26.70665265,6,50,0,15.50060574,0.933701771,2.805650691,4,1,Cloudy,42.92998303
01/01/2017 15:00,106,73.23786747,28.64940228,0.125863172,32.77639839,-96.79707726,32.78511983,-96.80223826,3.872954946,1,Good,2,64.10197973,0.837039768,2,50.85517941,66.04398147,6,100,0,9.518978549,1.065429966,0.787693067,6,1,Clear,35.61713387
01/01/2017 16:00,106,78.33118352,22.02446496,0.3,32.77533911,-96.79894579,32.78612086,-96.80267311,1.789792586,1,Good,2,37.7593812,2.728368246,6,47.59432165,45.28741222,6,10,0,5.957912355,1.583960744,1.262795976,1,0,Cloudy,13.73489644
01/01/2017 17:00,106,63.48035247,61.34009485,0.1,32.78657473,-96.79052394,32.77224364,-96.7829903,9.48384678,1,Average,2,53.80827928,0.47819813,4,81.06470715,45.77909785,6,50,1,31.82764813,1.074636856,1.742915574,1,0,Cloudy,27.30908332
01/01/2017 18:00,106,77.13696904,34.85015551,0.1,32.78234299,-96.78043434,32.77115415,-96.79825914,8.969753997,1,Poor,2,60.83155905,3.634943267,4,38.71738561,35.95475623,6,200,0,10.80798045,3.945184639,8.264279036,1,0,Clear,48.90588645
01/01/2017 19:00,106,74.48021724,20.61604247,0.3,32.76205683,-96.7926979,32.77601348,-96.77706099,2.202453586,1,Good,2,29.58238122,0.550452735,6,67.50087775,38.54565829,6,10,0,11.60643038,0.257542808,3.107920681,3,0,Rain,46.04914517
01/01/2017 20:00,106,92.01508898,39.51519141,0.13913413,32.78370102,-96.81687374,32.77162398,-96.78988432,1,0,Good,2,53.24767622,1.845436831,4,62.30808548,51.40481976,6,10,0,33.17647888,0.646656411,3.351404923,0,0,Cloudy,60.2349347
01/01/2017 21:00,106,73.42881678,17.20586771,0.3,32.76400952,-96.80431275,32.77195234,-96.80020763,8.601099027,2,Good,2,50.47767073,6.81211276,4,42.15648391,40.30426579,6,10,0,40,3.747159581,0.395875238,0,0,Clear,49.65377233
01/01/2017 22:00,106,67.12315723,9.106698447,0.1,32.79345718,-96.79250589,32.78816458,-96.78718985,22.98283423,0,Good,2,55.97952078,1.726590612,6,39.48416305,22.99518556,6,10,0,40,0.120327544,2.821009029,4,1,Cloudy,52.02563248
01/01/2017 23:00,106,100,25.64069595,0.1,32.77737799,-96.79402355,32.78494093,-96.80185941,4.328064368,0,Good,2,50.6627452,0.038095062,6,64.4776134,43.66713277,6,50,0,27.02690593,2.043724905,0.523237068,3,1,Rain,56.87527857
02/01/2017 0:00,106,44.59920576,55.73098285,0.118377008,32.77638319,-96.80467584,32.78081849,-96.80189264,9.055543827,1,Good,2,43.59580127,5.439955946,4,74.10231488,34.21243076,6,10,1,17.04431191,1.916100729,0.892658466,0,1,Cloudy,36.36069307
02/01/2017 1:00,106,91.79135417,54.48717134,0.166076409,32.80410867,-96.79328985,32.78682526,-96.77854438,11.58673614,4,Good,2,62.52673217,8.032719261,4,75.45407446,38.54380466,6,10,0,40,8.828365148,0.069771069,5,1,Clear,31.48899044
02/01/2017 2:00,106,86.68788952,8.326905044,0.1,32.79335112,-96.79165183,32.7756789,-96.81157062,1,0,Good,2,50.29864013,17.33840839,1,40.76561806,49.16021819,6,10,0,16.09202526,0.06050098,3.717689679,0,0,Clear,27.4591189
02/01/2017 3:00,106,58.48353365,41.30582094,0.1,32.77449833,-96.80956366,32.77997836,-96.79112446,14.25217317,3,Good,2,55.80952245,6.330365435,4,38.07439269,33.40150802,6,10,0,40,0.508051152,1.696206119,1,0,Clear,50.31018121
02/01/2017 4:00,106,91.95342291,16.36854157,0.1,32.78631259,-96.79592588,32.76212325,-96.7856379,21.2857623,5,Good,2,53.90900984,1.938456189,1,41.26093329,47.2898672,6,50,0,10.59462435,0.636549224,0.496292736,2,0,Clear,55.69438604
02/01/2017 5:00,106,80.59678372,33.93486939,0.3,32.77910531,-96.79570752,32.78682958,-96.78924861,1.448270918,2,Average,2,34.30135703,5.88727164,4,44.67246652,9.2287339,6,10,0,27.36286781,2.818168223,0.436150945,4,0,Clear,68.34379169
02/01/2017 6:00,106,69.20290574,43.57465777,0.112369195,32.79101269,-96.79654914,32.76744094,-96.81146835,18.74137644,2,Average,2,56.21902753,20.21666749,4,65.7957172,31.25333959,6,10,0,35.95940737,0.415326302,7.338526638,3,0,Rain,32.17679941
02/01/2017 7:00,106,57.61844637,17.27849134,0.238438731,32.75601714,-96.79333667,32.78595731,-96.78975421,2.614952032,0,Good,2,47.14726055,22.21477555,4,91.53077062,41.58024481,6,50,0,30.34239023,7.394907768,1.453031185,3,0,Clear,31.66257572
02/01/2017 8:00,106,83.4916924,19.95554902,0.1,32.76634977,-96.79946066,32.76122285,-96.79364141,5.455499571,1,Good,2,52.71414203,4.403877358,6,97.01564751,41.75953519,6,10,1,20.19154233,1.630126795,3.926081084,3,0,Cloudy,30.92981431
02/01/2017 9:00,106,64.43319824,9.443196053,0.3,32.77737388,-96.79686707,32.77184674,-96.82386809,34.42823422,1,Good,2,40.79099296,13.52521062,6,55.49303832,29.91228852,6,50,0,32.09358795,7.873867845,3.403835961,4,0,Clear,17.27184448
02/01/2017 10:00,106,54.33091044,10.25474428,0.1,32.78867175,-96.80813183,32.76773598,-96.77681502,8.33751778,2,Good,2,43.95504231,15.41684099,1,46.14635048,56.74933437,6,10,0,26.32010055,1.99118941,1.015372336,3,0,Clear,19.08243442
02/01/2017 11:00,106,69.70325022,14.44651944,0.221086716,32.77646731,-96.78260567,32.76325871,-96.78608091,27.34361348,3,Average,2,59.67100403,0.434143537,2,79.811061,35.29742732,6,100,0,23.60150253,0.3293453,0.924016293,0,0,Cloudy,46.09539793
02/01/2017 12:00,106,68.07801423,16.47731755,0.268225053,32.78062354,-96.80600868,32.77279435,-96.79104602,12.73403095,3,Good,2,35.7506718,2.187756084,1,83.44687426,49.7713205,6,50,1,11.84913924,1.714225202,3.080360094,6,1,Storm,36.64384594
02/01/2017 13:00,106,75.99985918,11.51362938,0.1,32.77232606,-96.80505817,32.78635227,-96.79362998,1.718591918,4,Average,2,44.78747447,4.15148282,4,48.02065498,31.55566818,6,10,0,29.44302619,1.588344941,2.014235801,3,0,Clear,39.84835655
02/01/2017 14:00,106,72.35571507,8.560982564,0.227174516,32.76309627,-96.78758589,32.77230432,-96.79809129,3.603840297,0,Average,2,60.4295529,10.5505184,2,33.34965307,53.92418829,6,50,1,14.20700687,3.941954823,3.513236512,1,0,Clear,36.82982801
02/01/2017 15:00,106,93.01339158,9.761830723,0.120930306,32.78825055,-96.801789,32.77627361,-96.77515953,5.299097004,3,Good,2,61.44926913,0.826234862,6,63.74368193,32.29188727,6,10,0,37.43310104,3.591280826,0.761865044,2,0,Clear,43.15197306
02/01/2017 16:00,106,85.47598412,17.65655188,0.1,32.78099526,-96.80601236,32.7849732,-96.78153233,3.438654722,4,Good,2,48.49538523,1.761719351,4,69.78890438,30.20228451,6,50,0,24.39858789,2.142678015,0.439861916,3,0,Cloudy,26.34012073
02/01/2017 17:00,106,72.42556747,20.59452241,0.1,32.77385169,-96.7949536,32.76372291,-96.7641261,45.79668425,3,Average,2,43.60097009,3.27185151,2,52.93519011,41.91784838,6,10,0,39.43970603,0.265314028,4.45400529,3,0,Clear,34.06177819
02/01/2017 18:00,106,61.3922013,5.977338748,0.3,32.77341031,-96.80806958,32.77399514,-96.80538308,8.273997717,2,Average,2,65.13880371,19.25353662,4,82.65250404,38.64998384,6,50,0,13.62614334,2.959854424,2.620030172,4,0,Cloudy,33.55383241
02/01/2017 19:00,106,92.8293859,26.01509482,0.205508109,32.79880523,-96.81205646,32.77120857,-96.80011723,1.567623676,5,Average,2,57.84677606,1.083193108,2,90.82371218,39.0827893,6,10,0,17.44459477,1.986443746,3.370338581,1,0,Cloudy,46.1171717
02/01/2017 20:00,106,86.78298187,3.344790436,0.1,32.77378424,-96.7832614,32.78242633,-96.79750509,5.680573772,1,Good,2,47.93145024,9.85936689,1,51.83481246,26.10213735,6,50,0,16.44308219,1.235085139,1.203078786,5,0,Cloudy,40.25015423
02/01/2017 21:00,106,100,39.89609496,0.133698259,32.77483515,-96.79504383,32.79392563,-96.82772438,1.633786561,1,Good,2,49.49113181,15.2339669,4,56.44158042,35.38016809,6,50,0,24.56969914,3.079854505,2.694901754,2,0,Clear,30.67517278
02/01/2017 22:00,106,78.9522906,5.180452732,0.141242646,32.76997118,-96.81666532,32.79296691,-96.79274925,8.489164121,3,Average,2,22.25258875,8.849689927,4,59.04376266,38.03946512,6,50,0,40,3.73901921,3.350266081,4,0,Cloudy,41.52611501
02/01/2017 23:00,106,99.62656674,13.52194265,0.3,32.77636,-96.78090112,32.7551691,-96.804965,9.593942955,4,Average,2,49.01368838,6.92818015,4,57.51865799,39.84000905,6,50,1,35.44505772,3.644535218,0.105625772,1,0,Clear,34.87127181
03/01/2017 0:00,106,81.9122445,14.37195221,0.224674598,32.77586843,-96.78644652,32.76760111,-96.80255798,17.26117735,2,Poor,2,56.54746512,1.086789384,4,52.11374706,18.6393506,6,50,0,30.95620472,3.894858049,0.11674114,1,0,Clear,19.79315987
03/01/2017 1:00,106,76.28885207,45.14751094,0.1,32.76848769,-96.81146811,32.77371368,-96.78689933,11.52900494,3,Good,2,59.14681212,2.162340314,1,88.04161536,35.14092722,6,200,0,6.984719133,0.043468941,0.477448461,1,0,Clear,49.37889811
03/01/2017 2:00,106,52.35064077,33.48930764,0.126681851,32.77902304,-96.78800556,32.78012863,-96.80724143,17.53486246,2,Good,2,47.23310418,8.490847216,4,47.73502904,29.54375538,6,10,0,13.86009729,1.873456692,1.414945249,0,0,Storm,38.06808753
03/01/2017 3:00,106,85.82253694,31.84322449,0.3,32.78331635,-96.80020622,32.76577067,-96.79825341,1.63610358,0,Good,2,48.45063011,14.13475698,4,70.72434401,48.15711241,6,100,0,21.27414986,1.81955007,3.228398211,6,0,Rain,36.31948831
03/01/2017 4:00,106,62.34870115,20.65958101,0.1,32.78599544,-96.80161597,32.7762774,-96.80074763,2.376286899,2,Good,2,50.13264815,5.808364387,4,58.04652327,39.45388452,6,10,0,19.41221002,4.958094107,0.636612635,5,0,Cloudy,28.10557041
03/01/2017 5:00,106,67.30011892,43.21891448,0.1,32.78384581,-96.79852158,32.76642353,-96.79865262,10.98656909,2,Average,2,59.36463508,12.58092083,2,46.86398006,50.60211378,6,10,0,27.85490984,0.049430272,0.190620038,1,0,Clear,54.66251562
03/01/2017 6:00,106,74.34694796,13.20537995,0.1,32.7684534,-96.80249057,32.77588166,-96.79336692,3.037028958,0,Good,2,45.76378415,9.807895306,2,73.61515195,28.50512928,6,50,0,13.69038705,0.408258733,0.970203076,4,0,Clear,33.59669587
03/01/2017 7:00,106,70.87048635,46.55339781,0.187546054,32.770449,-96.77866217,32.77149579,-96.8029307,1.764845792,3,Good,2,68.26694049,0.153863797,4,46.98751639,41.73208288,6,10,0,8.70202057,0.741654538,0.210031381,2,0,Clear,41.8293057
03/01/2017 8:00,106,51.55399808,56.6363788,0.3,32.79514441,-96.80630568,32.77950968,-96.79155878,3.448651799,2,Good,2,33.75621383,2.051658241,4,59.00167866,41.30567109,6,10,0,28.36458663,5.309000979,4.143281163,1,0,Cloudy,45.23830291
03/01/2017 9:00,106,63.06553512,2.956275768,0.216047067,32.77681018,-96.79561843,32.77105667,-96.79782334,15.21562243,1,Good,2,55.96905212,7.658144971,4,44.37834425,45.47488915,6,10,0,24.9406742,2.323189889,2.678767084,0,0,Cloudy,28.33501634
03/01/2017 10:00,106,88.95876601,58.61286541,0.1,32.78164209,-96.79885205,32.76367443,-96.80035469,15.36375988,4,Average,2,55.36411853,14.06512995,4,64.09958783,50.95242586,6,10,0,25.3417569,0.21347889,3.380235053,0,0,Clear,48.2899394
03/01/2017 11:00,106,85.16651115,22.74305886,0.3,32.77483686,-96.80164016,32.77708488,-96.80316012,2.611807381,1,Average,2,52.10849221,0.470239449,4,51.64125033,34.81490969,6,100,0,27.34063733,2.752787468,0.606734147,2,1,Clear,41.6680138
03/01/2017 12:00,106,85.47660389,25.38071738,0.3,32.76331941,-96.79082817,32.77865277,-96.79505674,29.66246009,5,Good,2,58.50847184,2.600594779,6,69.9094079,47.5557883,6,10,0,27.19380862,2.990069394,0.987782147,5,0,Cloudy,43.2974515
03/01/2017 13:00,106,77.60403095,18.55184446,0.27695509,32.76819243,-96.80344515,32.76935609,-96.79257713,38.78900166,0,Poor,2,40.77166179,2.091992325,4,50.60139743,45.42240363,6,100,0,14.22637846,0.17875388,0.197904214,4,0,Clear,22.20103768
03/01/2017 14:00,106,84.9342677,20.88447952,0.104307129,32.7684612,-96.79884699,32.76986982,-96.81274329,13.42315186,2,Average,2,38.51717512,2.450891017,1,71.35900466,33.75405159,6,10,1,20.06187229,1.622041036,4.440159014,4,0,Clear,37.56176535
03/01/2017 15:00,106,78.61683244,38.73075502,0.205262002,32.78320356,-96.79809603,32.77479329,-96.79617576,12.91105203,1,Good,2,46.2389799,2.08328239,2,82.29337631,33.77397169,6,10,0,25.19342774,0.378868996,4.385747749,2,0,Clear,35.89446369
03/01/2017 16:00,106,72.47692368,5.557102383,0.1,32.76672788,-96.79455605,32.77232597,-96.79973425,14.43268523,2,Poor,2,50.08458724,1.591148648,4,60.65628388,51.0123729,6,50,0,36.80338033,0.523433209,0.223314301,1,0,Clear,41.93640232
03/01/2017 17:00,106,92.47152968,8.299062159,0.3,32.76351157,-96.8039661,32.75647071,-96.7848914,57.11742289,4,Average,2,53.46856951,1.869344279,4,81.52552181,36.70929706,6,200,0,26.55061896,1.901714474,1.06436951,2,0,Clear,22.64193045
03/01/2017 18:00,106,71.31378469,6.492798989,0.1,32.76631716,-96.8031227,32.78643805,-96.80196752,46.82401572,2,Good,2,51.88158619,5.501178966,2,49.19880112,44.23875317,6,10,0,23.0401177,2.181155306,0.013154599,3,0,Clear,27.53473186
03/01/2017 19:00,106,63.4549834,54.00390665,0.186511404,32.75866235,-96.7808779,32.7701687,-96.78916286,32.89532291,4,Good,2,60.12373446,22.73675476,4,71.13410587,40.1039398,6,10,0,29.56590487,0.404580838,0.370696022,4,0,Cloudy,24.72088726
03/01/2017 20:00,106,93.18258513,53.30149569,0.1,32.76940109,-96.78024244,32.77225367,-96.78989078,10.22407391,3,Good,2,59.34556696,6.458962863,6,47.22803387,31.15919865,6,10,0,27.81649206,0.782856898,2.533789966,0,0,Clear,31.42910584
03/01/2017 21:00,106,93.50245207,20.14872965,0.1,32.79451435,-96.79184864,32.7882669,-96.80442896,22.89405355,1,Good,2,51.00943668,2.332230913,4,62.35309165,35.55368674,6,100,0,32.58565372,3.758125126,1.11324247,6,0,Cloudy,30.40138317
03/01/2017 22:00,106,51.3876707,30.87069215,0.27234707,32.79088349,-96.7859735,32.779975,-96.80214603,1,0,Average,2,46.8256768,0.200677437,4,32.41353204,30.54994291,6,10,0,25.5403577,1.144870696,1.698463794,4,0,Clear,25.89620462
03/01/2017 23:00,106,84.56929415,50.38767276,0.1,32.79040873,-96.80050291,32.76783122,-96.80167113,42.57254718,4,Average,2,70.87991498,2.056267338,1,71.9022736,40.85238689,6,10,0,24.76843925,3.063148108,0.170445583,5,0,Clear,20.63291183
04/01/2017 0:00,106,44.33365467,48.64345357,0.109545775,32.77448779,-96.79643178,32.76984442,-96.78139868,6.979739341,2,Good,2,55.74117905,5.835980979,4,71.42184488,52.07812849,6,100,0,40,0.21010123,2.775656957,6,1,Cloudy,42.70454172
04/01/2017 1:00,106,91.04221329,52.03975535,0.1,32.76497828,-96.78781316,32.77439651,-96.81010552,5.2635925,3,Average,2,57.02286747,4.314803443,2,80.60429526,28.6192908,6,50,0,14.79719289,5.371973584,0.924549899,4,0,Clear,35.58408595
04/01/2017 2:00,106,60.99355739,17.15134035,0.1,32.76143616,-96.81530129,32.78508102,-96.80534171,19.71172673,0,Average,2,26.1742411,5.570834928,4,55.20804762,41.78237837,6,10,1,18.35092326,0.310193438,0.655440495,0,0,Cloudy,44.61030244
04/01/2017 3:00,106,86.76312281,19.1728946,0.178201619,32.76677127,-96.81037365,32.78670646,-96.79256308,29.59270717,3,Poor,2,48.4095264,0.437791786,4,76.03836459,38.10715211,6,200,0,22.44214094,5.214695889,1.424189902,5,0,Clear,50.37936521
04/01/2017 4:00,106,65.77686361,2.220627418,0.1,32.77171886,-96.79095879,32.77496595,-96.79803142,2.414345761,2,Average,2,32.52625773,5.328441883,6,53.41897892,46.36939333,6,10,0,27.96860048,3.304156613,0.43152317,4,0,Clear,51.36703019
04/01/2017 5:00,106,79.99338661,7.331717899,0.114240969,32.7819258,-96.80404152,32.78392429,-96.81189116,36.42703974,2,Good,2,41.8246571,5.141705366,6,57.10400492,49.05540746,6,10,0,40,0.361002989,1.922900469,4,0,Clear,41.17538575
04/01/2017 6:00,106,54.28924464,27.39553538,0.10680387,32.78449541,-96.7921029,32.76760089,-96.79714245,44.02856323,1,Average,2,39.97146376,0.13545513,4,59.01883491,47.67235698,6,50,0,15.66942245,4.205755408,0.645400711,2,0,Clear,33.07474874
04/01/2017 7:00,106,70.78790563,37.69730122,0.1,32.77366202,-96.79897455,32.78644382,-96.80778963,12.22535446,7,Poor,2,49.43295229,4.253176889,4,65.34881853,42.1917666,6,50,0,36.55001635,0.043580363,2.943776045,1,0,Clear,56.20177995
04/01/2017 8:00,106,74.10274105,22.21652011,0.144719085,32.76862567,-96.81097598,32.78564175,-96.7878532,9.59743648,0,Average,2,49.66218535,5.471025474,6,71.6196506,32.8487993,6,10,0,24.75715406,13.87499187,11.6185404,4,0,Rain,44.41604313
04/01/2017 9:00,106,89.4176065,14.03855279,0.3,32.77275853,-96.7973175,32.77661328,-96.79691042,8.904758504,2,Good,2,39.91122831,2.95847687,6,55.98041725,28.99753203,6,10,0,23.25725544,3.055742644,0.596217887,6,0,Clear,34.12105649
04/01/2017 10:00,106,100,17.75148463,0.229205696,32.77098926,-96.7893193,32.77412715,-96.81563079,27.89690995,2,Good,2,46.7518182,9.751955115,4,62.50585974,21.03893123,6,10,0,33.50015171,0.946619193,0.846755523,0,0,Clear,28.47708581
04/01/2017 11:00,106,83.71034313,42.72137103,0.1,32.75770134,-96.81308058,32.78508059,-96.7897065,14.02234731,0,Average,2,32.50771854,19.96725962,4,39.70687568,40.32642356,6,10,0,36.90773708,0.246268572,6.533723564,0,0,Cloudy,46.62816084
04/01/2017 12:00,106,79.46475673,27.25274273,0.3,32.76993218,-96.79497744,32.78813884,-96.8199922,17.18267697,3,Good,2,46.74106203,13.41017007,6,43.69507856,40.10943054,6,10,0,28.42510351,8.418921158,1.65139345,3,0,Rain,37.21640912
04/01/2017 13:00,106,59.57826344,11.05664284,0.187905605,32.77346156,-96.7891829,32.76833022,-96.80758115,6.433820465,3,Average,2,47.66592369,2.226456021,4,61.14680611,30.50903897,6,50,1,22.03731617,6.32147951,3.436845287,6,0,Clear,44.8034514
04/01/2017 14:00,106,53.72105305,22.78250497,0.3,32.79107809,-96.77827425,32.76535664,-96.79263654,16.85851451,2,Good,2,43.29509347,7.655893941,6,61.06496177,44.93144336,6,100,0,29.20335739,1.135428265,0.566499165,4,1,Rain,39.83490117
04/01/2017 15:00,106,77.85505477,39.49776576,0.129319354,32.7714352,-96.8038466,32.78056139,-96.80705154,5.810682149,1,Good,2,46.04893479,10.55574543,2,69.42468468,47.6424944,6,50,0,19.90940553,4.597818775,0.677393694,2,0,Rain,38.67861366
04/01/2017 16:00,106,77.03630744,32.53622444,0.1,32.77036757,-96.79653933,32.772803,-96.79401177,1.728350332,2,Good,2,46.93570202,17.50858142,2,67.28780609,42.18531007,6,10,0,33.38666438,0.015130941,3.19254419,1,1,Storm,55.20703469
04/01/2017 17:00,106,84.12134493,23.94302661,0.295179722,32.78068736,-96.80670515,32.7549156,-96.81297574,14.08234886,3,Good,2,58.2257028,7.12699133,2,51.0414755,29.33154896,6,10,0,18.86722112,1.413467458,2.419907588,1,0,Clear,25.26089644
04/01/2017 18:00,106,85.57471967,37.2924847,0.148712772,32.7767819,-96.8255438,32.7876481,-96.79957271,72.38398675,1,Good,2,36.51335241,1.032438423,6,81.2352084,40.70450491,6,10,0,37.86835427,1.052811705,2.976476965,5,1,Rain,39.86681508
04/01/2017 19:00,106,80.41385066,15.10494371,0.20212234,32.76816113,-96.80191443,32.79275716,-96.78477043,17.50891766,1,Average,2,52.96489586,10.46195231,2,68.0128348,54.07083608,6,10,0,18.07966109,0.037606777,0.271768047,4,0,Cloudy,52.87862948
04/01/2017 20:00,106,52.99548172,18.25345386,0.221068494,32.76782976,-96.78421996,32.76677557,-96.80353889,26.9202752,6,Good,2,57.75318021,1.434294289,6,70.06883338,30.53964955,6,200,1,24.22785464,4.231066865,0.36324715,0,0,Clear,54.67290607
04/01/2017 21:00,106,88.38944207,35.02518979,0.3,32.77963171,-96.79890956,32.78755851,-96.78739916,1,1,Good,2,39.97044174,10.08562589,4,61.69619169,42.91061246,6,50,0,15.50261592,8.095826976,0.389046415,1,1,Clear,52.90630186
04/01/2017 22:00,106,73.42114299,29.75081401,0.1,32.78093655,-96.8030967,32.78506204,-96.8032677,2.372663009,0,Good,2,64.46854414,3.218029677,2,56.84802724,47.8411944,6,10,0,31.22018649,4.538075233,2.236705238,5,0,Clear,49.036133
04/01/2017 23:00,106,60.66980333,15.09946358,0.1,32.77667925,-96.79764928,32.78168334,-96.79559621,1.424136935,2,Good,2,43.53358894,1.790684977,4,46.83651203,44.14228069,6,10,0,16.91845154,4.271994296,2.817979333,2,0,Clear,35.86422812
05/01/2017 0:00,106,68.77853048,9.662478683,0.1,32.7704722,-96.81012463,32.772525,-96.81046508,29.13436427,1,Good,2,56.93559058,3.611615843,2,74.36188828,46.88615322,6,10,1,18.45946186,7.139227819,2.991842234,3,0,Clear,49.31758639
05/01/2017 1:00,106,54.01888678,29.03274927,0.1,32.78316698,-96.80302084,32.78041195,-96.80325694,39.42361528,2,Good,2,42.38418038,7.107048984,2,48.71610779,23.36991056,6,10,0,28.10502761,0.745832122,0.421879011,6,1,Storm,50.77717654
05/01/2017 2:00,106,69.83879188,7.590739206,0.258899978,32.77733387,-96.79869738,32.78532588,-96.81111724,25.40070104,3,Good,2,47.87752211,1.14001917,4,71.8720197,31.13035625,6,10,0,37.75009564,1.41636186,2.793428743,4,0,Clear,23.17301819
05/01/2017 3:00,106,86.26178828,28.69554608,0.247843694,32.7770666,-96.78729552,32.78210958,-96.79051432,29.48563211,0,Average,2,58.29161207,3.829803873,4,61.39583848,48.33133165,6,50,0,22.29138776,1.51011355,0.875514821,0,0,Clear,34.70791261
05/01/2017 4:00,106,70.08562225,30.60408341,0.1,32.78337969,-96.78496489,32.76591131,-96.79065324,23.11030472,3,Good,2,57.44108965,7.992264658,2,62.48043963,53.72311231,6,10,0,15.94841934,1.346455899,0.154611347,4,0,Rain,48.64326991
